Номер постамата|Дата ввода в эксплуатацию|Адрес постамата|Режим работы|Аренда
PS400|2020-07-31 00:00:00|Владимирская область,город Ковров,улица Строителей, дом 16|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS403|2020-07-31 00:00:00|Владимирская область,город Владимир,улица Растопчина, дом 51Б|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ
PS407|2020-07-31 00:00:00|Владимирская область,город Ковров,улица Абельмана, дом 31|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS213|2020-08-03 00:00:00|г Москва,улица Чертановская, дом 48 корпус 3|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS232|2020-08-03 00:00:00|Респ. Татарстан,город Казань, улица Карбышева,дом , 36, корпус, 2|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS247|2020-08-03 00:00:00|Республика Татарстан,город Казань,улица Гвардейская, дом 22|ПН-ПТ 08:30-18:00, СБ 08:30-14:30, ВС выходной|НЕТ
PS249|2020-08-03 00:00:00|Республика Татарстан,город Казань,улица Ильича, дом 19|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS268|2020-08-03 00:00:00|г Москва, Чертаново Центральное район ,улица Днепропетровская, дом 3 корпус 5а|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS221|2020-08-04 00:00:00|Республика Татарстан,город Казань,улица Серова, дом 11|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS227|2020-08-04 00:00:00|Республика Татарстан,город Набережные Челны, проспект Хасана Туфана, дом 45А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS235|2020-08-04 00:00:00|Кировская область,город Киров,улица Сутырина, дом 12|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ
PS236|2020-08-04 00:00:00|Республика Татарстан, Елабужский район ,город Елабуга,улица Габдуллы Тукая, дом 38|ПН-ВТ 08:30-17:15, СР выходной, ЧТ-ПТ 08:30-17:15, СБ-ВС выходной|НЕТ
PS253|2020-08-04 00:00:00|Республика Татарстан,город Казань, Кировский район ,улица Клары Цеткин, дом 9|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS254|2020-08-04 00:00:00|Республика Татарстан,город Казань,улица Чистопольская, дом 5|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS257|2020-08-04 00:00:00|Республика Татарстан,город Казань, Московский район ,улица Беломорская, дом 81|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS219|2020-08-05 00:00:00|Респ. Татарстан, район . Нижнекамский,город Нижнекамск. , , улица Кайманова,дом , 16, ,|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS222|2020-08-05 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск,улица Тукая, дом 31|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS226|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, проспект Сююмбике, дом 16|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS234|2020-08-05 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск, проспект Химиков, дом 21|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS237|2020-08-05 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск,улица Чулман, дом 17А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS239|2020-08-05 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск, проспект Мира, дом 5А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS242|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, проспект имени Мусы Джалиля, дом 25|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS244|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны,улица Шамиля Усманова, дом 23А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS248|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, Набережночелнинский проспект , дом 70/56|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS255|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, Московский проспект , дом 183А|ПН-ПТ 08:30-18:00, СБ 09:00-15:00, ВС выходной|НЕТ
PS256|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, проспект имени Вахитова, дом 14А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS258|2020-08-05 00:00:00|Республика Татарстан,город Казань,улица Адоратского, дом 12|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS259|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны,имени Габдуллы Тукая наб, дом 93/100|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS260|2020-08-05 00:00:00|Респ. Татарстан,город Набережные Челны, проспект . Автозаводский,дом , 28/08|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS404|2020-08-05 00:00:00|Вологодская область,город Вологда,улица Зосимовская, дом 40|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS179|2020-08-06 00:00:00|Ростовская область, Морозовский район ,город Морозовск,улица Подтелкова, дом 27|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS182|2020-08-06 00:00:00|Ростовская область,город Ростов-на-Дону,улица Вятская, дом 41/1|ПН-ПТ 08:00-18:30, СБ 08:30-15:00, ВС выходной|НЕТ
PS252|2020-08-06 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск,улица Студенческая, дом 14А|ПН-ПТ 09:30-18:30, СБ-ВС выходной|НЕТ
PS322|2020-08-06 00:00:00|г Москва, поселение Воскресенское, поселок подсобного хозяйства Воскресенское, дом 27А|ПН выходной, ВТ-ПТ 09:00-18:30, СБ 09:00-13:45, ВС выходной|НЕТ
PS355|2020-08-06 00:00:00|Республика Татарстан, Альметьевский район ,город Альметьевск,улица Ленина, дом 201|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS370|2020-08-06 00:00:00|Республика Татарстан, Альметьевский район ,город Альметьевск,площадь Ленина, дом 122|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS402|2020-08-07 00:00:00|Вологодская область,город Череповец, проспект Победы, дом 208|ПН-ПТ 09:00-19:00, СБ 09:00-15:30, ВС выходной|НЕТ
PS421|2020-08-07 00:00:00|обл. Волгоградская,город Волгоград, проспект .имени Героев Сталинграда,дом , 50, А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS484|2020-08-07 00:00:00|г Москва,улица Вяземская, дом 4|ПН-ПТ 08:30-20:00, СБ 09:00-15:00, ВС выходной|НЕТ
PS485|2020-08-07 00:00:00|г Москва, район Филевский парк,улица Кастанаевская, дом 24|ПН-ПТ 08:30-19:30, СБ 09:30-16:00, ВС выходной|НЕТ
PS204|2020-08-10 00:00:00|г Москва,улица Алтайская, дом 4|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS228|2020-08-10 00:00:00|Кировская область, Советский район ,город Советск,улица Ленина, дом 29А|ПН-ПТ 08:00-17:30, СБ 08:00-12:30, ВС выходной|НЕТ
PS427|2020-08-10 00:00:00|Самарская область,город Самара, Промышленный район ,улица Ново-Садовая, дом 347А|ПН-ПТ 09:00-18:30, СБ 09:00-14:30, ВС выходной|НЕТ
PS359|2020-08-11 00:00:00|Чувашская республика - Чувашия,город Новочебоксарск,улица Винокурова, дом 20|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS369|2020-08-11 00:00:00|Чувашская республика - Чувашия,город Новочебоксарск,улица 10 Пятилетки, дом 31|ПН-ПТ 08:00-18:30, СБ 08:30-15:30, ВС выходной|НЕТ
PS467|2020-08-11 00:00:00|г Москва, район Кунцево,улица Ивана Франко, дом 36|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS487|2020-08-11 00:00:00|г Москва, район Северное Измайлово, Щёлковское шоссе, дом 34 строение 1|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|НЕТ
PS579|2020-08-11 00:00:00|Оренбургская область,город Оренбург,улица Джангильдина, дом 15|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS350|2020-08-12 00:00:00|Республика Татарстан, Нурлатский район ,город Нурлат,улица Советская, дом 94|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS186|2020-08-13 00:00:00|обл. Ростовская,город Таганрог, улица Дзержинского,дом , 165, строение, 8|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS364|2020-08-13 00:00:00|Чувашская республика - Чувашия,город Чебоксары,улица К.Маркса, дом 22|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS409|2020-08-13 00:00:00|Владимирская область, Кольчугинский район ,город Кольчугино, мкр Белая Речка,улица Школьная, дом 12|ПН-ЧТ 08:30-17:15, ПТ 08:30-16:15, СБ-ВС выходной|НЕТ
PS185|2020-08-14 00:00:00|Ростовская область,город Новочеркасск,улица Московская, дом 67|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|НЕТ
PS22|2020-08-14 00:00:00|г Москва, Кутузовский проспект , дом 32 корпус 1|ПН 00:00 - 23:59; ВТ 00:00 - 23:59; СР 00:00 - 23:59; ЧТ 00:00 - 23:59; ПТ 00:00 - 23:59; СБ 00:00 - 23:59; ВС 00:00 - 23:59|НЕТ
PS414|2020-08-14 00:00:00|Волгоградская область,город Волгоград,улицаименимаршала Еременко, дом 35|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS416|2020-08-14 00:00:00|Волгоградская область,город Волгоград, Краснооктябрьский район ,улицаимени маршала Еременко, дом 53|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS420|2020-08-14 00:00:00|Волгоградская область,город Волгоград, Краснооктябрьский район , проспект Металлургов, дом 15|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS456|2020-08-14 00:00:00|Пермский край,город Пермь,улица Ленина, дом 72|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS479|2020-08-14 00:00:00|г Москва, Новотушинский пр-д, дом 8 корпус 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS480|2020-08-14 00:00:00|г Москва,улица Домодедовская, дом 28|ПН-ПТ 08:30-19:30, СБ 08:30-16:30, ВС выходной|НЕТ
PS534|2020-08-14 00:00:00|Нижегородская область,город Дзержинск, проспект Циолковского, дом 71|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|НЕТ
PS454|2020-08-16 00:00:00|Пермский край,город Пермь,улица Ленина, дом 75|ПН-ВС 06:00-23:00|НЕТ
PS220|2020-08-17 00:00:00|Кировская область,город Киров,улица Лепсе, дом 4/2|ПН-ПТ 08:30-18:00, СБ 09:00-12:30, ВС выходной|НЕТ
PS356|2020-08-17 00:00:00|Удмуртская Респ,город Ижевск,улица Кирова, дом 109|ПН-ПТ 09:00-19:00, СБ 09:30-14:30, ВС выходной|НЕТ
PS372|2020-08-17 00:00:00|Чувашская республика - Чувашия,город Чебоксары,улица 50 лет Октября, дом 17 корпус а|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS382|2020-08-17 00:00:00|г Санкт-Петербург, Центральный район ,улица Думская, дом 1-3|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS383|2020-08-17 00:00:00|г Санкт-Петербург,улица Коллонтай, дом 24 корпус 2|ПН-ВС 06:00-23:59|НЕТ
PS386|2020-08-17 00:00:00|г Санкт-Петербург, Московский район , Дунайский проспект , дом 27 корпус 1|ПН-ВС 09:00-22:00|НЕТ
PS396|2020-08-17 00:00:00|г Санкт-Петербург, Пискарёвский проспект , дом 35|ПН-ПТ 09:30-18:30, СБ 11:00-16:00, ВС выходной|НЕТ
PS415|2020-08-17 00:00:00|Волгоградская область,город Волжский,улица Энгельса, дом 39|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ
